Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Jesse Hogan,Fremantle,25,25.88,Key Forward,7,2.057,57.857,48.429,2,0.286,1,0,93.714,5.857,4.143,10,68.571,70.732,65.517,58.571,1.571,0,115.429,11.543,1.857,5.385,2.429,4.118,4.143,6.429,10.571,39.189,0.429,2.714,1.571,0,0,0,5.286,1,1.143,0,1.714,0.429,0.286,0.143,0.143,0.205,0,0,0,,0.571,0.571,0,,2.714,31.579,5,0.714,0.571,1.286,0.286,55.556,3.143,22,0.143,0,1.143,6.143,0.571,0.571
Ollie Wines,Port Adelaide,26,26.23,Midfielder,17,12.259,104.235,77.118,52,3.059,8,10,72.529,10.412,11.412,21.824,69.003,53.672,82.99,47.709,3.824,0.941,297.824,13.647,2.412,9.049,4.059,5.377,10.588,10.941,21.529,49.18,3.118,7.588,1.059,1.765,3,4.765,1.765,0,0.176,0.176,0.118,1.353,0.588,0.765,0.059,0.076,0,0,0,,3.765,0.529,0,,0.118,0,8,0.471,0.294,0.882,0.353,53.333,4.294,23.028,1.235,0,1.118,18.412,8.353,0.353
Rhylee West,Western Bulldogs,20,20.47,Gen. Forward,4,4.25,57.5,45,0,0,0,0,79.25,5.75,6.25,12,70.833,56.522,84,47.917,1.75,0,130.25,10.854,2.5,4.8,3.75,3.2,4.5,8.5,13,34.615,0.75,3.75,1,0,0.5,0.5,3,0.5,0.25,0,0.25,0.75,1,-0.25,0,0,0,,0,,1.75,1.25,0.5,50,0.75,66.667,1,0.25,0,0.5,0,50,3.5,16.279,0.25,0,1,12.25,3.75,0.5
Louis Butler,Western Bulldogs,19,19.34,Gen. Defender,2,4.55,51,50.5,0,0,0,0,83,12,3,15,40,41.667,33.333,80,1.5,2.5,316.5,21.1,2,7.5,4,3.75,4.5,9.5,14,32.143,6,4,1,0,0,0,3,0.5,0,1,0,0,1,-1,0,0,0,,0,,0.5,0,1.5,0,0,,0,0,0.5,0.5,0,0,4,24.242,1.5,0,1,6.5,6,1
Kane Farrell,Port Adelaide,21,21.79,Mid-Forward,11,5.445,57.545,44,6,0.545,1,1,80.182,5.091,4.182,9.273,69.608,60.714,80.435,54.902,1.818,0.455,155.636,16.784,1,9.273,1.727,5.368,3.091,5.909,9,34.343,1.455,2.455,0.818,0,0.455,0.455,1.909,0.273,0.273,0.182,0.091,0.182,0.182,0,0,0,0,,0,,2.727,1,0.273,66.667,0.636,14.286,6,0.545,0.818,1.545,0.091,35.294,3.455,17.512,0.818,0.455,1.273,11.273,3.818,0.636
Tom Cole,West Coast,23,23.59,Gen. Defender,15,6.207,66.267,45.8,0,0,0,0,82.667,6.333,4.133,10.467,84.076,82.105,87.097,60.51,0.867,1.667,123.6,11.809,1.067,9.812,1.267,8.263,4,7,11,36.364,4,2.533,0.067,0.067,0.4,0.467,3.267,0.333,0.133,0.8,0,0.933,0.467,0.467,0,0,0,,0,,2,0.067,0.867,7.692,0.133,50,3,0.2,0,0.2,0,100,1.667,9.728,0.667,0.2,1.733,11.4,7.533,1.2
Jamaine Jones,West Coast,22,22.25,Gen. Forward,2,1.1,48.5,50.5,0,0,0,0,79,6.5,4,10.5,42.857,46.154,37.5,61.905,2.5,1,196.5,18.714,3,3.5,4,2.625,4.5,6,10.5,42.857,2,3,1,0,0,0,2.5,0,0,0.5,0,2,1,1,0,0,0,,0,,4,2,0,,0,,0,0,0.5,1.5,0,0,3.5,21.212,1,0,0,19,5.5,0
Kamdyn McIntosh,Richmond,26,26.74,Midfielder,18,7.078,70.722,55.167,6,0.333,2,0,82.056,9.167,4.389,13.556,66.803,64.848,70.886,67.623,3.278,1.333,306.278,22.594,2.444,5.545,3.111,4.357,4.667,9.111,13.778,33.871,3.278,3.556,0.389,0.111,0.556,0.667,3.778,0.333,0.167,0.556,0.111,0.5,0.611,-0.111,0.5,0.736,0,0,0,,1.667,0,0.222,0,0.056,0,6,0.333,0.222,0.722,0.333,46.154,2.778,14.881,0.778,0.5,2.167,9.833,4.944,1.389
Josh Battle,St Kilda,22,22.33,Mid-Forward,14,6.179,67.214,51.714,6,0.429,2,0,70.357,7.714,2.429,10.143,69.014,62.963,88.235,76.056,1.357,1.5,157.786,15.556,1.714,5.917,2,5.071,4,6.214,10.214,39.161,2.714,2.5,0.571,0.071,0.429,0.5,3.714,0.571,0.929,0.929,0.357,0.714,0.571,0.143,1.5,2.158,0.357,23.81,0,0,1.857,0.571,0.143,50,1.357,36.842,12,0.857,0.643,1.786,0.214,48,2.5,13.41,0.643,0.143,1.286,7.143,3.714,0.643
Sam Philp,Carlton,19,19.4,Gen. Forward,2,6.3,45.5,28,0,0,0,0,69,4,3,7,71.429,75,66.667,57.143,1.5,0,129,18.429,1.5,4.667,0.5,14,4.5,4,8.5,52.941,4,2.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,,0,,1.5,0,0,,0,,1,0.5,0.5,1,0,50,4,25,1,0,2,17,4.5,0.5
Caleb Serong,Fremantle,19,19.89,Midfielder,14,8.043,81.071,67.214,13,0.929,5,1,70.143,9.071,7.786,16.857,67.373,57.48,78.899,53.814,3.286,0.857,269.286,15.975,2.714,6.211,4.214,4,7.571,9.857,17.429,43.443,2.071,5.5,0.571,1.143,2.286,3.429,2.286,0.143,0.214,0,0.071,0.786,0.429,0.357,0,0,0,,0,,4.286,0.214,0.214,33.333,0,,2,0.143,0.071,0.357,0.286,40,2.5,19.022,0.643,0.071,0.857,19.214,10,0.357
Elliott Himmelberg,Adelaide,22,22.57,Key Forward,11,6.682,66.636,50.455,2,0.182,1,0,83.909,5.273,4.364,9.636,67.925,48.276,91.667,54.717,1.091,0.364,143.091,14.849,1.091,8.833,1.636,5.889,5.727,4.273,10,57.273,1.182,2.727,1,0.182,0.636,0.818,3,1.545,1.182,0.182,0.091,1,0.273,0.727,7.818,10.526,3.273,41.86,0.818,25,1.909,0.364,0.182,50,2.455,18.519,9,0.818,0.909,2.091,0.091,39.13,4.091,26.012,0.727,0.091,2,8.909,3.364,1.455
Shane McAdam,Adelaide,25,25.59,Gen. Forward,13,7.669,66,52.231,7,0.538,2,0,77,6.077,3.231,9.308,65.289,55.696,83.333,65.289,1.692,0.308,158.231,17,1.538,6.05,2.077,4.481,4.615,4.769,9.385,49.18,1,2.692,1.077,0,0.077,0.077,3.538,1.077,1.231,0.231,1,0.846,0.692,0.154,0,0,0,,0,,2.923,1.308,0,,1.538,20,12,0.923,0.923,2.308,0.308,40,3.769,24.623,0.231,0.077,0.692,11.385,3.462,0.538
Jake Kolodjashnij,Geelong,25,25.39,Gen. Defender,17,3.653,59.647,46,3,0.176,1,0,88.706,7.353,3.059,10.412,76.836,79.2,71.154,70.621,1.118,1.294,154.059,14.797,1.647,6.321,1.588,6.556,2.471,8,10.471,23.596,3.235,2,0,0,0.176,0.176,4.529,0.353,0.059,0.882,0.118,0.118,0.647,-0.529,0,0,0,,0,,1.471,0,2.471,23.81,0.118,0,0,0,0.176,0.235,0.176,0,1.824,9.718,0.353,0,3.882,5.647,4.294,3.706
Mitch Lewis,Hawthorn,22,22.21,Key Forward,8,3.375,37.125,28,0,0,0,0,75.125,3.5,2.25,5.75,71.739,60.714,88.889,60.87,1,0,87.375,15.196,1.125,5.111,1.25,4.6,2.875,3.5,6.375,45.098,0.625,1.625,0.875,0.125,0,0.125,1.875,0.375,0.625,0.125,0.25,0.375,0.625,-0.25,7.125,10.27,2,28.07,0.5,25,0.625,0.375,0,,2.25,16.667,5,0.625,0.625,1.625,0.25,38.462,2.625,16.154,0.375,0,1,7.75,1.25,0.5
Tristan Xerri,North Melbourne,21,21.79,Key Forward,4,6.325,49.5,28.5,0,0,0,0,85.25,3.25,1.5,4.75,78.947,76.923,83.333,68.421,1.25,0.25,89.5,18.842,2.5,1.9,1.75,2.714,3,1.75,4.75,63.158,0.75,1.25,0.5,0.25,0.5,0.75,1.25,0.5,0.5,0.25,0,1,1.75,-0.75,9.25,13.357,2.25,24.324,0.75,33.333,2,0.25,0,,1.75,28.571,4,1,0,1,0,100,1.25,10.204,0,0,3.25,11,3.25,2.5
Jack Mahony,North Melbourne,19,19.13,Gen. Forward,10,5.25,50.6,34.8,0,0,0,0,74.6,2.8,5.5,8.3,71.084,75,69.091,33.735,0.7,0.2,51.1,6.157,0.8,10.375,1.9,4.368,4.4,4.4,8.8,50,1.9,3.3,1.5,0,0.1,0.1,1.2,0.1,0.4,0.4,0.1,0.9,0.5,0.4,0,0,0,,0,,2.6,0.5,0.1,0,0.2,0,3,0.3,0.2,0.5,0.2,60,2,14.493,0.2,0,0.3,12.1,3.7,0.1
Adam Treloar,Collingwood,27,27.81,Midfielder,10,10.39,104.7,82.9,26,2.6,5,4,75.6,12.2,14.7,26.9,60.223,49.18,69.388,45.353,4,1.6,342.9,12.747,3.8,7.079,4.9,5.49,12.8,13.9,26.7,47.94,1.9,9.8,1.8,1.4,3.8,5.2,2,0.1,0.1,0.1,0,0.7,0.8,-0.1,0,0,0,,0,,2.9,0.3,0,,0.1,0,1,0.1,0.4,0.8,0.3,12.5,4.2,28.188,1,0.1,0.7,14.6,5.9,0.1
Lewis Melican,Sydney,24,24.15,Key Defender,9,6.333,60.444,37.778,2,0.222,1,0,84.667,5.889,4.111,10,78.889,69.811,91.892,58.889,0.333,2.667,160.667,16.067,1.889,5.294,1.667,6,4.111,5.222,9.333,44.048,5,2.667,0,0,0.333,0.333,2.333,0.889,0,1.444,0,0.667,0.667,0,0,0,0,,0,,1.556,0,3.111,21.429,0.111,0,0,0,0,0,0,,1.444,10.924,0.778,0,5.333,6.667,5.333,4.222
Jake Waterman,West Coast,22,22.65,Gen. Forward,10,6.16,59.6,52.2,0,0,0,0,77.2,7.8,2.5,10.3,78.641,74.359,92,75.728,1.3,0.7,158.3,15.369,1.5,6.867,1.9,5.421,2.8,7.2,10,28,1.8,1.7,0.2,0.1,0.1,0.2,5.1,0.5,0.6,0.7,0.8,0.6,0.3,0.3,0,0,0,,0,,0.8,0.1,0.1,0,1,50,9,0.9,0.2,1.3,0.3,69.231,2.4,13.483,0.1,0,0.5,6.3,3.1,0.4
Josh Schache,Western Bulldogs,23,23.36,Key Forward,2,4.55,39,26.5,0,0,0,0,75,4,2.5,6.5,69.231,75,60,61.538,0.5,0,114,17.538,1,6.5,1,6.5,2.5,3.5,6,41.667,1,2,1,0,0,0,1.5,0,1,0,0.5,0.5,0.5,0,0.5,0.699,0,0,0,,0,0,0,,3.5,14.286,2,1,0,1.5,0.5,66.667,3,15.789,0,0,0.5,6.5,0.5,0.5
Noah Balta,Richmond,21,21.18,Key Defender,17,7.829,67.118,43.059,23,1.353,5,1,94.529,7.765,3.059,10.824,71.739,72.727,69.231,71.739,0.824,3.118,236,21.804,2.412,4.488,2.529,4.279,4.118,6.353,10.471,39.326,5.353,2.294,0,0,0.059,0.059,3.824,1,0.059,2,0.059,0.647,0.941,-0.294,0.588,0.873,0.176,30,0.059,33.333,0.941,0,2.882,18.367,0.118,50,1,0.059,0.059,0.118,0.059,50,1.471,7.837,0.647,0.059,4.941,5.588,4.471,4.235
Mabior Chol,Richmond,23,23.92,Ruck,11,7.718,60.091,34.818,0,0,0,0,64.455,3.545,2.455,6,69.697,66.667,74.074,59.091,0.909,0.545,90.636,15.106,0.818,7.333,0.636,9.429,3.909,2.545,6.455,60.563,1.182,2.727,1.091,0.182,0.818,1,1.364,0.364,0.727,0.273,0.182,0.273,0.636,-0.364,19.636,30,6,30.556,1.909,31.818,1.545,0.545,0.364,25,2.273,20,8,0.727,0.273,1.091,0.364,66.667,3.182,16.99,1.273,0,1.909,8.182,2.727,1.455
Lachlan Keeffe,Greater Western Sydney,30,30.71,Key Defender,13,7.731,69.385,36.308,0,0,0,0,91.077,5.154,3.846,9,77.778,73.134,84,57.265,0.769,1.385,114,12.667,1.538,5.85,1.692,5.318,3.462,5.692,9.154,37.815,4.923,2.231,0.077,0,0,0,3.615,0.769,0,1.615,0,0.308,0.462,-0.154,0,0,0,,0,,0.846,0,2.923,13.158,0.077,100,0,0,0,0,0.077,,1.077,6.573,0.615,0.077,8.846,3.923,2.923,7.615
Isaac Quaynor,Collingwood,20,20.95,Gen. Defender,11,7.245,72.545,51.909,0,0,0,0,81.273,6.727,6.727,13.455,85.135,82.432,87.838,50,1.545,2.273,197.545,14.682,0.636,21.143,1.273,10.571,4.273,8.636,12.909,33.099,4.909,3.364,0,0.182,0.182,0.364,3,0.273,0.091,1.182,0,0.455,0.091,0.364,0,0,0,,0,,2.273,0,1.273,35.714,0,,0,0,0,0,0.091,,1.182,7.784,0.455,0,2,9.636,7.273,1.273
Will Day,Hawthorn,19,19.57,Gen. Defender,11,7.855,71.545,59.909,0,0,0,0,82.727,9.182,6.545,15.727,73.988,67.327,83.333,58.382,1.545,2.545,269.636,17.145,1.727,9.105,2.727,5.767,4.091,10.455,14.545,28.125,4.818,2.545,0.091,0,0.455,0.455,4.364,0.364,0.182,1.909,0,0.909,0.273,0.636,0,0,0,,0,,1.364,0.091,1,18.182,0,,1,0.091,0.091,0.182,0,50,2.455,15.341,0.727,0,2.364,11.273,5.818,1.818
Blake Acres,Fremantle,25,25.23,Midfielder,7,5.129,84.429,74,7,1,3,2,83,10.714,8.429,19.143,75.373,72,79.661,55.97,2.571,1.857,312.714,16.336,3.286,5.826,4,4.786,4.857,14.143,19,25.564,2.286,4,0.571,0.286,1.429,1.714,5.714,0,0.143,0.429,0.143,0.429,1.143,-0.714,0,0,0,,0,,2.714,0.429,0,,0.143,0,0,0,0,0,0.143,,2.571,18.75,0.571,0.143,0.714,15.286,8.571,0.429
Izak Rankine,Gold Coast,20,20.69,Gen. Forward,12,8.783,69.167,49,8,0.667,2,1,82.5,7.5,4,11.5,60.87,55.556,70.833,65.217,2.75,0.167,210,18.261,2.667,4.312,3.083,3.73,6.25,5.25,11.5,54.348,1.5,4.167,1.5,0.167,0.833,1,2.167,0.333,0.667,0.25,0.583,1,1.25,-0.25,0,0,0,,0,,1.833,0.833,0,,0.667,25,12,1,1.417,2.583,0.5,38.71,4.583,26.316,1.083,0.417,1.083,16.083,3.417,0.25
Sam Weideman,Melbourne,23,23.51,Key Forward,13,5.4,56.538,39.154,4,0.308,3,0,88.846,4.538,3.077,7.615,65.657,61.017,72.5,59.596,1.308,0,124.077,16.293,1.231,6.187,1.923,3.96,3.615,4,7.615,47.475,0.154,1.692,0.846,0,0,0,3.154,1.308,1.923,0,0.769,0.538,0.615,-0.077,1.769,2.681,0,0,0,,0.462,0.385,0,,2,30.769,19,1.462,0.615,2.385,0.385,61.29,3.615,20.259,0,0,1.538,5.692,1.154,1.385
Conor McKenna,Essendon,24,24.76,Gen. Defender,6,7.317,60.833,51.833,0,0,0,0,83.167,9.167,4.167,13.333,68.75,65.455,76,68.75,2.833,1.667,289.333,21.7,3.833,3.478,3.333,4,3,9.167,12.167,24.658,3.5,2.333,0.167,0,0.5,0.5,3,0,0.167,0.667,0.167,0.333,0.333,0,0,0,0,,0,,1.667,0,0.333,0,0.667,0,1,0.167,0,0.333,0.667,50,2.833,17.708,0.333,1.833,2,8.833,3.5,1.167
Tom Campbell,North Melbourne,29,29.16,Key Forward,1,3.3,36,18,0,0,0,0,73,3,2,5,40,33.333,50,60,3,0,147,29.4,0,,1,5,1,3,4,25,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5,6.41,2,40,0,0,0,0,0,,6,33.333,0,0,0,0,0,,1,5.556,0,0,5,6,2,5
Dylan Stephens,Sydney,19,19.97,Midfielder,8,5.05,62.875,57.5,0,0,0,0,80.375,8.5,4,12.5,61,55.882,71.875,68,1.5,0.875,206.125,16.49,2.75,4.545,3.25,3.846,4.625,9,13.625,33.945,3.25,3.625,0.375,0,0.5,0.5,3.375,0,0.375,0.375,0,0.75,0.75,0,0,0,0,,0,,3.375,0,0,,0.125,0,2,0.25,0.375,0.625,0.125,40,2.75,20.755,1,0.375,1.25,14.875,6.75,0.5
Ryley Stoddart,Sydney,21,21.21,Gen. Defender,2,0.3,42,47.5,0,0,0,0,71.5,8,5,13,53.846,62.5,40,61.538,2.5,1,214,16.462,4,3.25,4.5,2.889,4,7.5,11.5,34.783,4,2.5,0,0,0,0,2,0,0,0.5,0,1.5,0,1.5,0,0,0,,0,,1.5,0.5,0,,0.5,0,0,0,0,0,0,,1,7.692,0.5,0,0,8,4.5,0
Chad Warner,Sydney,19,19.61,Gen. Forward,2,4.75,33.5,27,0,0,0,0,77,4.5,2.5,7,64.286,44.444,100,64.286,2.5,0.5,145.5,20.786,2,3.5,1.5,4.667,4,3,7,57.143,1.5,3,0,0,0,0,1.5,0,0,0,0.5,1,1,0,0,0,0,,0,,1.5,0.5,0,,1,0,0,0,0,0,0,,1.5,11.538,0,0,0.5,15,4.5,0.5
Matthew Kennedy,Carlton,23,23.73,Mid-Forward,7,8,81.429,65.571,4,0.571,1,0,68.857,9,7.143,16.143,69.027,58.73,82,55.752,2.571,1.429,253.857,15.726,2.714,5.947,4,4.036,7.286,8.429,15.714,46.364,3,5.286,0.286,0.571,2,2.571,3.714,0.714,0.143,0.571,0.286,0.714,0.286,0.429,0,0,0,,0,,2.857,0.429,0,,0,,2,0.286,0.143,0.429,0.429,66.667,2.714,16.964,0.857,0.143,0.429,12.286,5.143,0.143
Ned Cahill,Essendon,19,19.96,Gen. Forward,3,4.3,30,25,0,0,0,0,77,2.667,3,5.667,58.824,50,66.667,47.059,0.667,0.333,83.667,14.765,2,2.833,2,2.833,3,3,6,50,0.667,2.667,2.333,0,0.333,0.333,1.333,0,1,0,0,0.333,0.667,-0.333,0,0,0,,0,,1,0.333,0.333,0,1,66.667,2,0.667,0.667,1.333,0.333,50,3.667,23.913,0.333,0,0.333,9.333,2.333,0
Lachlan Young,Western Bulldogs,21,21.73,Midfielder,2,5.25,47,38,0,0,0,0,82,5.5,3.5,9,61.111,54.545,71.429,61.111,1,1,210,23.333,1,9,2.5,3.6,4.5,4,8.5,52.941,2,3.5,0.5,0,0.5,0.5,1,0,0,0,0,0.5,0,0.5,0,0,0,,0,,2,0,0,,1,50,1,0.5,0,0.5,0,100,2,10.256,0.5,0,0.5,10,4,0.5
Cody Weightman,Western Bulldogs,19,19.95,Gen. Forward,3,2.833,32.333,30.333,0,0,0,0,70.667,3.667,2.333,6,55.556,36.364,85.714,61.111,0.667,0.333,98.333,16.389,2.667,2.25,2.667,2.25,4,2,6,66.667,1,3,1.333,0,0,0,1.333,0.667,0.667,0,0,1,0.667,0.333,0,0,0,,0,,1.333,0,0,,2,16.667,3,1,0.333,2,0,50,2,10.714,0.667,0,0.333,9.333,3.667,0.333
Bobby Hill,Greater Western Sydney,20,20.89,Gen. Forward,5,6.58,59.4,41.6,0,0,0,0,64.4,5.6,3,8.6,67.442,57.143,86.667,65.116,1.4,0,117.6,13.674,1.8,4.778,1.8,4.778,4.6,3.8,8.4,54.762,1.4,3.8,1.2,0.2,0.4,0.6,2,0.4,0.4,0,0.6,0.6,0.8,-0.2,0,0,0,,0,,2.2,0.2,0.2,0,0.2,0,4,0.8,1,2,0,40,4.2,25.301,1,0,0.6,12.2,5.2,0
Tim Taranto,Greater Western Sydney,22,22.92,Midfielder,11,8.836,84.455,75.273,9,0.818,3,3,83.727,12,7.273,19.273,59.434,43.939,85,62.264,3.182,1.273,306.545,15.906,3.455,5.579,3.818,5.048,8.455,10.091,18.545,45.588,2,5.727,0.727,1.364,2.455,3.818,2.727,0.182,0.273,0,0,1,1.091,-0.091,0,0,0,,0,,4.091,0.545,0.182,50,0.273,33.333,4,0.364,0.273,0.818,0.273,44.444,4.273,26.257,1.182,0,0.818,15.273,7,0.182
Ben McKay,North Melbourne,23,23.01,Key Defender,11,8.191,62.091,37.636,0,0,0,0,90.636,3.909,5.364,9.273,83.333,79.07,86.441,42.157,0.636,1,99.818,10.765,1.364,6.8,1.182,7.846,3.182,5.818,9,35.354,4.364,2.091,0,0,0.091,0.091,3.273,0.455,0,1.455,0,0.636,0.545,0.091,0.636,0.985,0.182,28.571,0,0,1.545,0,4.273,25.532,0,,0,0,0,0,0,,1,8.029,0.455,0,7,5.727,4.364,6.818
Peter Ladhams,Port Adelaide,22,22.96,Ruck,10,8.16,81.9,57.5,10,1,3,2,82,6,7.2,13.2,71.212,65,76.389,45.455,1.5,0.6,120.5,9.129,3.5,3.771,3,4.4,7.7,5.6,13.3,57.895,2.6,3.7,0.9,0.8,1.3,2.1,2.1,0.9,0.4,0.5,0.4,1.7,2.2,-0.5,39,49.872,12.3,31.538,3.1,25.203,1.9,0.3,0.7,42.857,1.7,17.647,6,0.6,0.2,0.9,0.1,66.667,3,17.341,1.5,0,1.4,7.7,2.8,1.2
Michael Frederick,Fremantle,20,20.62,Gen. Forward,10,2.71,32.7,30.6,0,0,0,0,74.4,4.1,3.9,8,70,48.78,92.308,51.25,1.4,0,91.1,11.387,1.9,4.211,1.8,4.444,2.4,5.2,7.6,31.579,0.4,2,0.7,0,0.2,0.2,1.8,0.1,0.4,0,0.6,0.4,0.5,-0.1,0,0,0,,0,,0.8,0.2,0.2,50,0.4,50,4,0.4,0.6,1.2,0,33.333,2,15.748,0.1,0,0.5,12.9,4.3,0.4
Ryan Byrnes,St Kilda,19,19.66,Midfielder,1,0.1,22,21,0,0,0,0,62,2,3,5,20,50,0,40,0,0,1,0.2,2,2.5,0,,3,2,5,60,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,,2,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,1,13,6,1
Callum Porter,Western Bulldogs,21,21.85,Mid-Forward,1,1.1,39,34,0,0,0,0,56,4,5,9,66.667,50,80,44.444,1,0,68,7.556,6,1.5,1,9,7,3,10,70,1,6,2,0,1,1,0,0,0,0,0,1,3,-2,0,0,0,,0,,5,1,0,,0,,0,0,0,1,0,0,1,6.25,0,0,1,18,5,1
Luke Davies-Uniacke,North Melbourne,21,21.56,Midfielder,9,8.567,80.556,56.444,5,0.556,2,2,74.111,8.111,9.222,17.333,71.795,63.014,79.518,46.795,3.222,1.778,253.556,14.628,3.333,5.2,3.667,4.727,8.111,9.667,17.778,45.625,2.333,6.667,0.889,1,1.444,2.444,2.111,0,0,0.333,0.111,0.667,1.333,-0.667,0,0,0,,0,,2.333,0.111,0.111,100,0.222,0,2,0.222,0,0.444,0.333,50,2.778,22.321,0.889,0.778,0.778,15.222,8.667,0.444
Sam Reid,Sydney,29,29.01,Key Forward,10,5.82,61.1,44.8,0,0,0,0,82.5,4.3,4.1,8.4,67.857,55.814,80.488,51.19,1.3,0,102.2,12.167,1.3,6.462,1.7,4.941,4.5,4.1,8.6,52.326,1.3,2.5,1.3,0,0.2,0.2,3.8,1.4,1.3,0.4,1.1,0.3,0.2,0.1,6,8.141,2.6,43.333,0.9,34.615,1.6,0.4,0.2,50,3,13.333,5,0.5,0.6,1.4,0.5,35.714,2.9,20.863,0.7,0,1.2,9.4,3.1,0.9
Jack Sinclair,St Kilda,25,25.88,Midfielder,12,9.917,77.417,54.083,0,0,0,0,78.25,8.167,6.083,14.25,74.854,68.367,83.562,57.31,3,1.333,245.083,17.199,1.25,11.4,2.667,5.344,6.083,8.25,14.333,42.442,2.75,4.75,0.917,0.583,1.583,2.167,2.417,0.083,0.25,0.417,0,0.5,0.25,0.25,0,0,0,,0,,2.583,0.167,0.167,50,0.167,0,0,0,0.083,0.167,0.75,0,3.333,18.265,1.333,0.417,1.167,13.5,5.917,0.75
Tobe Watson,Fremantle,23,23.07,Gen. Defender,3,6.267,70.667,48.667,0,0,0,0,81.333,7,3,10,76.667,66.667,100,70,1,2,155.667,15.567,1,10,1.333,7.5,3,7.667,10.667,28.125,3.333,2.333,0,0,0.333,0.333,4,0,0,1.667,0,0.333,0,0.333,0,0,0,,0,,2.333,0,1.333,25,0,,0,0,0,0,0,,1.667,12.195,1.333,0,4,9.333,7.333,3.333
Lachie Fogarty,Geelong,21,21.75,Gen. Forward,6,5.917,66,58.167,0,0,0,0,74.167,8.667,4.833,13.5,65.432,57.692,79.31,64.198,2.667,0.333,154.833,11.469,1.667,8.1,3,4.5,5.333,8.5,13.833,38.554,1.333,3.5,0.833,1,0.5,1.5,2.833,0,0.167,0.167,0.167,1.667,0.5,1.167,0,0,0,,0,,3.167,1,0.167,100,0,,1,0.167,0.167,0.333,0.667,50,4,21.429,1,0,0.167,11.833,3.667,0
Brad Close,Geelong,22,22.42,Gen. Forward,8,5.088,53.25,40.375,0,0,0,0,76.5,3.625,5.125,8.75,72.857,58.621,82.927,41.429,0.875,0.125,72.25,8.257,0.75,11.667,1.125,7.778,3.5,5.125,8.625,40.58,0.875,2.625,1.25,0,0,0,1.625,0,0.375,0,0.5,1,0.125,0.875,0,0,0,,0,,3,0.75,0,,1.25,20,2,0.25,0.25,0.875,0.75,28.571,2.5,12.821,0.25,0,0.875,14.75,4.5,0.5
Oleg Markov,Richmond,24,24.64,Gen. Defender,6,6.867,65,43.333,0,0,0,0,80.5,7.833,3.5,11.333,70.588,65.957,80.952,69.118,1.667,1.667,256.667,22.647,1.333,8.5,2.167,5.231,4.5,7,11.5,39.13,3.833,3.333,0,0,0,0,2.667,0,0,0.167,0,1,0.333,0.667,0,0,0,,0,,1.167,0.167,1.5,22.222,0.167,100,0,0,0.167,0.333,0.167,0,2.667,13.675,0.5,1,2.167,5.667,4.167,1.833
Tom Sparrow,Melbourne,20,20.58,Midfielder,5,8.3,62.8,44.2,0,0,0,0,61.8,5.2,6,11.2,71.429,61.538,80,46.429,1,0.8,112.6,10.054,1.6,7,1,11.2,5.8,6.4,12.2,47.541,1.6,4.6,0.8,0.6,1.2,1.8,2,0.4,0.2,0.4,0.2,0.6,1,-0.4,0,0,0,,0,,2.6,0.4,0,,0.2,0,2,0.4,0.2,0.8,0.2,50,3,15.152,0.6,0,1,15.6,5,0.6
Jarman Impey,Hawthorn,25,25.47,Gen. Forward,5,3.2,39.6,38,0,0,0,0,75.4,4.4,4.8,9.2,67.391,59.091,75,47.826,0.4,0.2,137.4,14.935,2,4.6,2.4,3.833,2.8,6.8,9.6,29.167,1,2.4,0.8,0.2,0.2,0.4,2.6,0.2,0.6,0,0,0.2,1,-0.8,0,0,0,,0,,1.8,0.2,0,,0.4,0,2,0.4,0.6,1,0.4,40,3.2,22.535,0,0,0.4,11,4.2,0.2
