Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Harry Schoenberg,Adelaide,23,23.85,Gen. Forward,4,8.45,46.75,41.75,0,0,0,0,66.75,4.25,6.5,10.75,79.07,70.588,84.615,39.535,1.5,0,123.5,11.488,1.25,8.6,0.75,14.333,4.5,6.25,10.75,41.86,0.75,3.5,0.75,1,2.5,2.5,2,0.5,1.5,3.25,1.25,4.425,0.25,20,0.75,1,2.25,0,0,0,0,0.5,0.25,0.25,0,0,0,,0,,0,1.25,0.25,0,,0,,3,0.75,0,0.75,0.25,100,4.5,20,1,3,3.461,2.539,2,3.433,2.567,1,3.515,2.485,0,0,,0.25,0.25,10.75,5.25,0
Kieran Strachan,Adelaide,29,29.23,Ruck,2,6.75,69,70,0,0,0,0,68,6.5,4.5,11,77.273,76.923,77.778,59.091,0.5,0.5,48,4.364,1,11,2,5.5,5.5,5.5,11,50,3,2.5,0.5,1,1.5,2.5,1,0,0.5,2.5,20,75.472,0,0,2,2,3.5,0.5,0.5,2,0.5,3,0.5,2.5,63.5,66.146,14.5,22.835,2.5,17.241,0,3,0,0,,0.5,100,1,0.5,0,0.5,0,100,3,15.789,1.5,1,5.428,0.572,1,5.428,0.572,0,,,0,0,,0,1.5,9,4.5,1.5
Brandon Ellis,Gold Coast,31,31.41,Midfielder,4,3.6,41.25,41.25,0,0,0,0,64,7,3.5,10.5,54.762,50,64.286,66.667,1.75,0,171.25,16.31,1.75,6,2.5,4.2,3.5,7,10.5,33.333,2,3.25,0.5,0,3.25,2.75,2.5,0,2,4,0,0,0,,0.25,0.25,2.25,0,0.25,0,0.25,0.25,0.25,0,0,0,0,,0,,0,1.25,0.25,0,,0.5,0,1,0.25,0.5,1,0.25,25,3,14.815,0.75,4,1.829,0.171,0,,,4,1.829,0.171,0,0,,0,0.75,5.5,2.5,0
Max King,St Kilda,24,24.48,Key Forward,12,6.392,55.75,51.417,3,0.25,1,0,86.167,7,3.417,10.417,64.8,59.524,75.61,67.2,2.5,0,213.5,20.496,2.917,3.571,3.167,3.289,5.083,5.5,10.583,48.031,0.5,2.083,1.333,0.75,1.333,4.917,2,0.083,0.5,1.5,0,0,0,,0.083,0.083,4.167,1.5,1.75,0.083,0.75,1.667,1.25,0.417,0.333,0.364,0,0,0,,0,0.667,0.25,0,,3.333,35,19,1.583,1,3.167,0.583,50,5,24,0.167,38,3.538,-0.223,31,3.616,-0.035,7,3.196,-1.054,0,0,,0,0.583,5.25,1,0.417
Dylan Williams,Port Adelaide,23,23.5,Gen. Defender,5,3.32,42.6,40,0,0,0,0,64.6,8.2,1.8,10,78,78.049,77.778,82,1.2,4.2,296.2,29.62,1,10,2.2,4.545,2,6,8,25,2.6,1.4,0,0,1.4,1.8,1.2,0,0.4,2,0,0,0,,0,0,3.8,0.6,0,1,0,0,0.4,-0.4,0,0,0,,0,,0,0.4,0,0.6,33.333,0,,0,0,0,0,0,,1.2,4.317,0.2,0,,,0,,,0,,,2.2,20.37,100,0,0.6,5.4,3.4,0.6
William Hamill,Adelaide,24,24.12,Gen. Defender,7,7.114,54.143,47.429,0,0,0,0,79.143,7.714,4,11.714,86.585,83.333,92.857,65.854,0.714,2.143,199.857,17.061,1.571,7.455,2.286,5.125,4.143,7.714,11.857,34.94,3.857,3.143,0,0.429,2.714,3.571,2.714,0,0.857,5,0,0,0,,0.429,0.429,2.857,0.429,0,0.857,0,0.857,0.571,0.286,0,0,0,,0,,0,2.143,0,1.143,37.5,0,,0,0,0,0,0.143,,2.571,10.976,0.571,0,,,0,,,0,,,0.143,1.37,100,0,0.714,8.429,5.714,0.571
Ollie Lord,Port Adelaide,22,22.99,Key Forward,6,4.283,42.167,33.667,0,0,0,0,69.833,3.833,1.667,5.5,66.667,65.217,70,69.697,0.333,0,72.833,13.242,1.667,3.3,1.333,4.125,3,2.833,5.833,51.429,0.167,1.667,1.333,0.167,1.5,2.833,1.5,0,0.833,0.5,0.833,3.125,0,0,0,0,2.333,0.333,1.167,0,0.5,0.667,0.5,0.167,2.167,2.564,0.167,7.692,0,0,0,1.5,0.833,0.333,0,2.167,23.077,6,1,0.5,1.833,0.5,54.545,3.167,12.583,0.333,11,3.364,0.182,7,3.165,0.406,4,3.711,-0.211,0,0,,0,2.667,6.333,1.667,2.167
Toby Conway,Geelong,21,21.68,Ruck,5,10.4,79.6,75.2,0,0,0,0,70.6,4.8,8.8,13.6,61.765,41.667,72.727,35.294,2,1,79.8,5.868,3,4.533,1.8,7.556,10,4,14,71.429,3,4.4,0,1.6,2.8,2.8,1.8,0,0.2,1,22.2,75.51,2.2,9.91,2.4,4.6,2.4,0.6,0.2,0.8,0,1.4,1.8,-0.4,72.8,64.769,24.4,33.516,4.6,18.852,3,3.6,0.2,1.2,16.667,0.6,0,1,0.2,0,0.2,0.4,100,2.8,13.084,2.2,1,4.696,1.304,1,4.696,1.304,0,,,0,0,,0,2.8,16.2,5.4,1.6
Hugh Davies,Fremantle,20,20.25,Key Defender,2,2.8,27,16,0,0,0,0,76.5,2,2,4,87.5,75,100,50,0,0,2,0.5,1.5,2.667,0.5,8,1.5,2,3.5,42.857,2,1.5,0,0.5,1,1,1,0,0.5,0.5,0,0,0,,0.5,0.5,1.5,0,0,0.5,0,0,1.5,-1.5,0,0,0,,0,,0,1.5,0,3.5,42.857,0,,0,0,0,0,0,,0.5,2.041,0.5,0,,,0,,,0,,,0,0,,0,5,7.5,5,5
Bayley Fritsch,Melbourne,28,28.06,Key Forward,23,8.97,54.609,50.087,8,0.348,1,4,86,6.783,2.739,9.522,63.927,60.256,73.016,71.233,1.957,0.217,210,22.055,2.261,4.212,2.304,4.132,3.87,5.783,9.652,40.09,0.957,2.304,1.174,0.435,1.87,3.739,2.261,0.087,0.826,2.261,0,0,0,,0.087,0.087,3.391,0.913,1.435,0.174,0.565,0.565,0.957,-0.391,0,0,0,,0,,0,1.174,0.696,0,,1.348,29.032,41,1.783,1,3.217,0.522,55.405,5.13,24.082,0.435,74,3.043,0.592,41,3.289,0.687,33,2.737,0.475,0,0,,0.217,0.739,8.304,1.696,0.522
Charlie Spargo,Melbourne,25,25.09,Gen. Forward,1,2.5,36,36,0,0,0,0,77,5,7,12,75,60,85.714,41.667,3,0,134,11.167,3,4,4,3,2,10,12,16.667,0,2,0,1,1,2,2,0,2,7,1,4.167,0,0,0,0,1,0,0,0,0,1,2,-1,0,0,0,,0,,0,2,2,0,,0,,0,0,1,1,0,0,3,15.789,0,1,3.047,-2.047,0,,,1,3.047,-2.047,0,0,,1,0,8,0,0
Kade Chandler,Melbourne,24,24.96,Gen. Forward,23,8.991,63.217,61.087,2,0.087,1,0,80.087,7.217,5.217,12.435,72.378,69.88,75.833,58.042,2.652,0.696,207.652,16.699,1.913,6.5,2.304,5.396,4.087,8.739,12.826,31.864,1,3.174,0.783,0.652,2.522,3,2.478,0.217,1.217,4.391,0,0,0.043,,0.826,0.87,3.13,0.043,0.391,0.043,0.783,0.522,0.783,-0.261,0,0,0,,0,,0,4.087,1.348,0,,0.478,18.182,18,0.783,0.391,1.304,0.435,60,3.696,17.347,0.522,30,3.006,0.894,13,3.286,1.484,17,2.792,0.443,0,0,,0.087,0.87,20.087,6.174,0.348
Trent Rivers,Melbourne,23,23.42,Gen. Defender,23,11.026,85.913,82,24,1.043,6,7,77.913,13.261,8.043,21.304,72.041,69.508,76.216,62.245,3.696,3.261,402.652,18.9,3.087,6.901,4.087,5.213,6.783,13.87,20.652,32.842,4.478,5.217,0.217,1.348,3.87,3.565,2.783,0.565,1.13,7.826,7.826,29.9,0.957,12.222,1.652,2.609,5.304,0.217,0.043,1.217,0,0.609,0.478,0.13,0,0,0,,0,,0,2.609,0.087,0.348,25,0.043,100,2,0.087,0.087,0.174,0.435,50,3.913,18.367,1.348,4,3.116,0.384,1,4.998,1.002,3,2.488,0.178,0.522,4.979,100,0.348,1.696,13.913,9,0.739
Jake Bowey,Melbourne,22,22.3,Gen. Defender,14,5.75,62.714,62.5,0,0,0,0,70.571,11.429,4.571,16,76.786,73.75,84.375,71.429,1,3.429,258.643,16.165,1.786,8.96,2.5,6.4,4,10.071,14.071,28.426,4.5,3.429,0,0.786,2.643,3.5,3.071,0,1.286,4.714,0,0,0,,0.286,0.286,4.643,0.143,0,1,0.071,0.357,0.357,0,0,0,0,,0,,0,1.429,0,0.714,20,0,,0,0,0.143,0.143,0.214,0,2.143,10.601,0.714,2,2.786,-1.786,0,,,2,2.786,-1.786,2.071,21.642,93.103,0.214,0.929,8.786,6.5,0.571
Bailey Laurie,Melbourne,22,22.77,Mid-Forward,6,4.35,31.5,35.833,0,0,0,0,39.667,4,5,9,62.963,50,73.333,44.444,1.5,0.167,105.333,11.704,1.167,7.714,1.667,5.4,3.333,5.667,9,37.037,0.333,3,0.167,1.333,1.667,1,0.833,0.167,0.667,2.833,2.667,10.959,0.333,12.5,1.167,1.5,1.833,0,0.167,0,0.167,0.333,0,0.333,0,0,0,,0,,0,1.5,0,0,,0,,2,0.333,0,0.333,0.167,100,2.167,10.484,0.5,2,4.216,1.784,1,3.855,2.145,1,4.576,1.424,0,0,,0.167,0.167,11.833,4.5,0
Blake Howes,Melbourne,21,21.73,Gen. Defender,16,6.056,58.062,52.312,0,0,0,0,76.062,7.438,5.25,12.688,78.818,74.79,84.524,58.621,0.625,2.625,151.688,11.956,1.562,8.12,1.875,6.767,5.125,7.688,12.812,40,5.062,3.875,0.062,0.875,3,4.562,3.438,0.125,1.25,2.812,0,0,0,,0.312,0.312,4.5,0,0,0.688,0.062,0.75,0.438,0.312,0,0,0,,0,,0,1.625,0,1.125,33.333,0,,0,0,0.062,0.188,0,0,1.5,7.164,0.375,3,2.408,-2.075,2,2.095,-1.595,1,3.035,-3.035,0.125,1.205,100,0,2.75,7.625,6.125,2.188
Judd McVee,Melbourne,21,21.4,Gen. Defender,23,9.278,70.783,59,16,0.696,3,1,80.478,11.261,5.348,16.609,78.272,74.903,85.366,67.801,0.957,3.609,274.043,16.5,1.609,10.324,2.739,6.063,5.522,8.826,14.348,38.485,5.609,4.391,0.043,0.652,3.739,4.304,3.391,0.13,1.217,4.435,1.652,6.312,0.174,10.526,0.739,0.913,3.478,0.174,0.043,0.87,0,0.652,0.304,0.348,0,0,0,,0,,0,1,0,0.696,18.75,0,,1,0.043,0.087,0.174,0.217,25,2.174,10.204,0.739,4,2.77,-0.77,2,2.669,0.331,2,2.871,-1.871,2.348,22.407,94.444,0.565,2.087,8.652,6.348,1.652
Jacob van Rooyen,Melbourne,21,21.7,Key Forward,21,6.414,61.429,57.143,8,0.381,2,1,74.714,6.048,4.19,10.238,70.698,63.78,80.682,59.07,1.238,0.333,162.333,15.856,2,5.119,2.286,4.479,4.619,5.762,10.381,44.495,0.762,2.238,0.905,0.619,1.619,3.333,1.714,0,0.381,1.857,4.571,17.811,0.19,4.167,0.619,0.81,3.857,0.905,1.667,0.238,0.667,0.952,0.905,0.048,15.762,17.616,4.238,26.888,1.048,24.719,0.476,1.81,0.571,0.048,0,1.762,24.324,30,1.429,0.762,2.381,0.333,60,4.429,20.395,0.762,50,3.645,0.275,39,3.723,0.303,11,3.367,0.178,0,0,,0.048,1.524,7.762,2.429,1.238
Caleb Windsor,Melbourne,19,19.56,Midfielder,19,7.937,59.632,59,7,0.368,1,0,79.053,8.684,5.789,14.474,65.818,57.576,78.182,60,2.316,1.316,277.474,19.171,2.421,5.978,2.895,5,4.474,10.105,14.579,30.686,2.105,3.842,0.211,0.421,3.421,2.211,1.789,0.105,0.737,6.158,0,0,0.421,,1.158,1.579,3,0.053,0.158,0.211,0.316,0.526,0.421,0.105,0,0,0,,0,,0,2.579,0.474,0.053,0,0,,8,0.421,0.263,0.789,0.316,53.333,3.842,17.548,0.737,15,3.006,0.527,4,3.665,1.085,11,2.766,0.325,0,0,,0.632,0.842,15.632,7.211,0.421
Steven May,Melbourne,32,32.97,Key Defender,19,9.705,90.474,75.789,23,1.211,5,0,88.368,15.526,2.737,18.263,82.709,83.051,80.769,85.014,0.842,5.737,374.368,20.499,2.368,7.711,2.737,6.673,3.947,9.684,13.632,28.958,5.789,2.105,0,0.368,1.737,3.789,2,0.053,0.737,3.158,0,0,0,,0.053,0.053,6.947,1.053,0,2.526,0,0.526,0.579,-0.053,0,0,0,,0,,0,0.947,0,1.947,13.514,0,,1,0.053,0,0.053,0.158,100,2.474,11.491,1.368,1,5.192,0.808,1,5.192,0.808,0,,,5.211,50,85.859,0.211,6.211,4.737,3.947,5.263
Max Gawn,Melbourne,33,33,Ruck,21,17.167,124.143,111.762,56,2.667,10,13,84.762,11.19,7.905,19.095,63.84,60,69.277,58.603,2.429,2.429,270.905,14.187,3.619,5.276,3.095,6.169,12,7.286,19.286,62.222,4,3,0.381,0.762,2.238,4.238,1.19,0.048,0.429,2.952,22.095,84.982,1.476,6.681,3.524,5,5.238,2,0.667,1.952,0.524,2.286,1.143,1.143,72.714,81.051,33.952,46.693,9.476,27.91,4.476,2.571,0.19,0.476,20,0.905,31.579,11,0.524,0.429,1.286,0.19,40.741,5.238,24.176,3.286,27,2.982,-0.205,18,3.241,0.37,9,2.466,-1.355,0,0,,0,2.714,8.857,4.762,2.286
Adam Tomlinson,Melbourne,31,31.39,Key Defender,8,9.537,75.25,57.75,5,0.625,1,0,98.375,10.125,4.75,14.875,76.471,74.074,81.579,68.067,0.375,4,290.125,19.504,1.875,7.933,3.25,4.577,5.375,7.75,13.125,40.952,6.625,3.625,0,0.875,2.75,5.125,3.5,0,1,3.25,0,0,0,,0.125,0.125,4.625,0.875,0,1.375,0,0.875,1.125,-0.25,0,0,0,,0,,0,1.625,0,2.125,17.647,0,,0,0,0,0,0,,1.75,8.537,1,0,,,0,,,0,,,1.375,12.5,81.818,0.125,6.25,7.875,6.625,5.75
Jack Viney,Melbourne,30,30.71,Midfielder,23,11.957,88,87.391,30,1.304,5,8,77.696,11.217,9.826,21.043,60.124,50.388,71.239,53.306,4.435,1.391,338.783,16.099,4.13,5.095,4.696,4.481,10.348,11.087,21.435,48.276,2.13,6.957,0.87,2.652,4.304,3.87,2.87,1.652,1.087,7.391,18.087,69.103,2.043,11.298,2.522,4.565,2.609,0.087,0.304,0.13,0.348,1.348,0.913,0.435,0,0,0,,0,,0,6.217,1.087,0.087,50,0,,10,0.435,0.174,0.87,0.739,50,4.652,21.837,1.261,20,2.768,0.432,6,2.769,1.397,14,2.767,0.018,0,0,,0.043,1.174,25.304,12.174,0
Jack Billings,Melbourne,29,29.36,Mid-Forward,16,5.744,57.625,63.562,1,0.062,1,0,68.375,9.5,6.125,15.625,67.6,61.184,77.551,60.8,2.25,0.938,251.812,16.116,2.062,7.576,3.188,4.902,4.188,11.5,15.688,26.693,1.5,3.312,0.75,0.75,2.562,3.25,2.5,0.125,1.188,6.062,0,0,0.188,,0.5,0.688,4.625,0.062,0.5,0.125,0.438,0.625,0.312,0.312,0,0,0,,0,,0,1.812,0.312,0.062,100,0.125,100,4,0.25,0.5,1,0.5,25,3.375,15.652,0.375,16,3.427,-1.427,8,3.69,-1.065,8,3.164,-1.789,0,0,,0.125,0.625,10.562,3.938,0.438
Christian Salem,Melbourne,29,29.46,Gen. Defender,17,8.853,80,80.294,5,0.294,1,1,74.294,13.294,6.706,20,76.765,73.009,84.211,66.471,2.059,3,331.353,16.568,2.353,8.5,3.353,5.965,5.529,13.353,18.882,29.283,3.824,4.353,0,1.176,3.176,3.294,2.647,0.294,0.647,6.647,3.235,12.277,0.588,18.182,0.824,1.412,5.824,0.235,0.059,0.647,0.118,0.471,0.824,-0.353,0,0,0,,0,,0,2.765,0.059,0.176,0,0,,1,0.059,0.118,0.176,0.059,33.333,3.529,16.575,1.059,3,3.815,-1.148,0,,,3,3.815,-1.148,0.882,9.036,100,0.118,0.941,12.176,8,0.412
Alex Neal-Bullen,Melbourne,28,28.97,Mid-Forward,23,11.378,85.087,79,15,0.652,5,0,80.913,9.739,9.087,18.826,68.822,56.25,82.297,51.732,2.739,1.217,275.696,14.644,2.826,6.662,4.043,4.656,7.261,11.913,19.174,37.868,2.696,5.87,1,1.043,4.826,4.087,3.348,0.478,1.609,7.435,5.174,19.767,0.565,10.924,2.13,2.696,3.348,0.087,0.348,0.348,0.522,0.957,0.783,0.174,0,0,0,,0,,0,5.087,0.783,0,,0.261,50,9,0.391,0.261,0.913,0.435,42.857,4.565,21.429,1.217,21,2.711,0.146,6,2.957,1.043,15,2.613,-0.213,0,0,,0.174,1,23.826,10.348,0.522
Christian Petracca,Melbourne,28,28.98,Midfielder,13,16.654,103.231,90,36,2.769,5,16,77.538,11.385,12,23.385,73.026,63.514,82.051,48.684,5.308,0.308,400.154,17.112,2.615,8.941,3.077,7.6,10.769,12.385,23.154,46.512,2.077,7.077,1.077,2.077,4.923,4.923,3.846,2.385,1.769,7,14.385,55.821,1.538,10.695,2.769,4.308,4.385,0.615,0.769,0.462,0.769,0.692,0.462,0.231,0,0,0,,0,,0,3,0.846,0,,0.615,37.5,14,1.077,0.923,2.692,1.462,40,7.923,35.517,1.692,35,2.818,-0.075,12,2.933,-0.266,23,2.757,0.025,0,0,,0,1.154,16,5.923,0.385
Ed Langdon,Melbourne,28,28.91,Midfielder,22,8.341,80.227,79.318,14,0.636,5,5,94.682,11.045,9.364,20.409,72.383,65.021,81.068,54.12,2.182,2.227,299.636,14.682,2.727,7.483,3.682,5.543,6.364,14.273,20.636,30.837,3.455,4.864,0.682,1.136,3.727,3.818,3.364,0.727,1.227,6.955,0.182,0.699,0.364,100,1.318,1.682,5.409,0.045,0.636,0.409,0.636,0.591,0.636,-0.045,0,0,0,,0,,0,2.409,0.318,0.227,80,0.045,0,9,0.409,0.455,1,0.545,40.909,4.409,20.638,0.727,22,3.22,-0.311,11,3.23,-0.412,11,3.21,-0.21,0,0,,0.227,0.818,15.727,6.864,0.273
Jake Lever,Melbourne,28,28.82,Key Defender,18,9.289,70.222,56.111,17,0.944,3,0,87.333,8.833,4.667,13.5,81.893,83.019,79.762,65.432,1.111,3.389,229.389,16.992,2.222,6.075,2.667,5.062,5,8.611,13.611,36.735,7.444,2.944,0,1,1.944,4.722,2.778,0,0.944,2.444,0,0,0,,0.222,0.222,5.944,0.611,0,2.556,0,0.833,1.278,-0.444,0,0,0,,0,,0,1.278,0.056,1.722,29.032,0,,1,0.056,0,0.056,0,100,2.944,13.486,1.444,1,5.92,0.08,1,5.92,0.08,0,,,0.111,1,50,0.056,5.278,7.833,5.944,4
Josh Schache,Melbourne,27,27.36,Key Forward,1,2.7,27,29,0,0,0,0,76,3,1,4,25,33.333,0,75,0,0,62,15.5,1,4,1,4,2,3,5,40,1,1,1,0,1,1,1,0,1,1,2,8.333,0,0,0,0,2,0,1,1,0,1,0,1,14,13.333,1,7.143,1,100,0,2,2,0,,2,0,0,0,2,2,0,0,2,10.526,1,2,2.008,-1.008,1,2.208,-1.208,1,1.808,-0.808,0,0,,0,3,8,4,3
Clayton Oliver,Melbourne,27,27.44,Midfielder,21,10.676,83.81,77.714,10,0.476,2,5,77.762,10.905,12.286,23.19,66.53,55.459,76.357,47.023,3.619,1.238,317.048,13.671,4.619,5.021,4.429,5.237,11.19,11.714,22.905,48.857,3.476,8.429,0.429,3.143,5.286,4.095,3.81,1.762,1.714,7.619,18.381,70.696,1.905,10.363,2.524,4.429,2.81,0,0.048,0.333,0.143,0.952,2,-1.048,0,0,0,,0,,0,4,0.524,0,,0,,3,0.143,0.19,0.333,0.571,42.857,3.952,18.61,1.19,7,2.433,0.71,1,2.803,3.197,6,2.372,0.295,0,0,,0.048,1.048,21.714,9.857,0.286
Tom Sparrow,Melbourne,24,24.58,Midfielder,21,7.581,64.619,64.857,0,0,0,0,71.857,9.19,5.714,14.905,68.371,59.585,82.5,61.661,2.571,1.476,264.952,17.776,2.476,6.019,3.524,4.23,5.667,9.429,15.095,37.539,2.143,3.714,0.476,0.857,2.857,3.095,2.333,0.667,1.143,5.619,9.81,37.66,0.619,6.311,1.571,2.19,3.524,0.095,0.19,0.286,0.095,0.476,0.571,-0.095,0,0,0,,0,,0,3.619,0.381,0,,0.143,0,6,0.286,0.333,0.714,0.333,40,3.762,17.556,0.762,15,2.92,-0.054,6,3.478,0.022,9,2.549,-0.104,0,0,,0.143,1.238,19.667,9.143,0.286
Hayden McLean,Sydney,25,25.94,Key Forward,26,7.604,66.462,62.962,1,0.038,1,0,76.538,6.885,4.115,11,70.979,65.922,79.439,62.587,1.538,0.654,153.654,13.969,2.423,4.54,1.885,5.837,4.885,6.077,10.962,44.561,1.308,2.538,0.769,0.692,1.846,3.654,1.615,0,0.385,1.923,5.269,18.589,0.308,5.839,0.577,0.885,4.462,1.115,1.308,0.5,0.692,0.885,1.038,-0.154,18.692,20.743,6.885,36.831,1.654,24.022,0.115,2.269,0.654,0.154,25,2.654,28.986,27,1.038,0.731,1.769,0.346,58.696,4.308,16.842,0.885,46,3.978,-0.043,41,4.031,-0.226,5,3.544,1.456,0,0,,0,3,10.885,3.231,2.231
Nick Blakey,Sydney,24,24.84,Gen. Defender,26,13.331,95.654,80.231,42,1.615,7,4,84.154,15.923,5,20.923,78.309,76.812,83.077,76.103,2.462,5.846,493.962,23.608,2.769,7.556,4.077,5.132,4.231,12.615,16.846,25.114,6.154,3.154,0.038,0.385,2.769,3.808,2.808,0,1.231,5.692,0,0,0.077,,0.192,0.269,5.923,0.346,0.115,2,0.115,0.654,0.692,-0.038,0.038,0.043,0,0,0,,0,1.192,0,0.654,41.176,0,,5,0.192,0.192,0.423,0.385,45.455,3.731,14.586,1.654,11,2.689,0.492,7,2.883,1.689,4,2.351,-1.601,4.154,37.762,96.296,1.885,5.462,7.038,5.231,5.038
James Rowbottom,Sydney,24,24.28,Midfielder,24,13.517,95.083,85.125,20,0.833,4,4,79.25,9.833,9.167,19,69.737,57.203,83.182,51.754,3.292,1.292,255,13.421,3.125,6.08,3.792,5.011,10.25,8.833,19.083,53.712,3.417,6.75,0.75,1.958,4.792,4.042,3.333,1.583,1.292,5.958,20.375,70.972,2.5,12.27,2.625,5.125,1.958,0.083,0.125,0.25,0.042,1.625,1.083,0.542,0,0,0,,0,,0,7.75,0.708,0.083,50,0.042,0,7,0.292,0.292,0.583,0.667,50,5.083,19.365,1.708,14,2.951,0.549,4,3.422,0.078,10,2.763,0.737,0,0,,0.042,1.292,27.792,11.708,0.083
Sam Wicks,Sydney,25,25.29,Gen. Forward,16,6.819,44.812,38.312,0,0,0,0,69.812,4.5,5.062,9.562,71.242,65.278,76.543,47.059,1.75,0.125,119.75,12.523,2.438,3.923,1.875,5.1,4.562,4.938,9.5,48.026,1.25,3.688,1.312,1.562,2.125,4.062,3.25,0,1,2.812,0,0,0.125,,0.312,0.438,1.812,0.312,0.438,0,0.062,0.312,1.062,-0.75,0,0,0,,0,,0,2,0.938,0,,0.5,50,10,0.625,0.375,1,0.688,62.5,3.812,14.77,0.5,16,3.557,0.568,7,4.207,1.793,9,3.051,-0.385,0,0,,0.062,0.938,12.75,2.562,0.438
Joel Amartey,Sydney,25,25.32,Key Forward,25,5.888,55.8,48.68,12,0.48,2,3,69.72,5.56,2.16,7.72,64.249,59.712,75.926,72.021,1.28,0,148.48,19.233,2.16,3.574,2.32,3.328,4.08,3.84,7.92,51.515,0.56,1.76,1.08,0.84,0.92,3.92,1.72,0,0.32,1.04,0.16,0.566,0,0,0.12,0.12,3.16,1,1.84,0.16,0.68,1.16,0.84,0.32,1.2,1.33,0.36,30,0.08,22.222,0.08,1.96,1,0.04,0,2,26,43,1.72,1.04,3.12,0.36,55.128,4.2,16.055,0.32,78,3.63,0.011,58,3.88,-0.018,20,2.908,0.092,0,0,,0.04,1.44,8,1.52,1.2
Tom McCartin,Sydney,25,25,Key Defender,22,8.3,61.182,44.818,0,0,0,0,90.5,7.591,3.773,11.364,76,77.246,73.494,66.8,0.727,2.545,160.545,14.128,2.136,5.319,2.364,4.808,4.318,6.818,11.136,38.776,6.318,2.591,0,0.591,2,3.955,2.318,0.091,0.455,2.318,0,0,0,,0.136,0.136,4.818,1.045,0,2.545,0,0.591,0.909,-0.318,0,0,0,,0,,0,0.545,0,1.818,27.5,0,,0,0,0,0,0,,1.227,4.839,0.818,0,,,0,,,0,,,0.045,0.431,100,0,7.318,5.318,4.273,6.818
Justin McInerney,Sydney,24,24.36,Midfielder,20,9.79,77.6,74.15,1,0.05,1,0,80.85,10.2,8.7,18.9,76.19,71.078,82.184,53.968,2.6,1.75,244.55,12.939,2.35,8.043,2.6,7.269,5.2,13.7,18.9,27.513,2.85,3.5,0.3,1.05,2.45,3.2,2.2,0.45,0.9,6.8,4.15,14.536,0.35,8.434,0.9,1.25,5.35,0.1,0.3,0.4,0.2,1.05,0.8,0.25,0.1,0.113,0.05,50,0,0,0,2.3,0.15,0.15,33.333,0.35,42.857,6,0.3,0.4,0.75,1.1,40,5.7,21.072,1.35,15,3.523,-0.59,3,3.891,-1.224,12,3.431,-0.431,0.25,2.415,80,0.4,1,13.3,6.45,0.45
Chad Warner,Sydney,23,23.61,Midfielder,25,15.676,103.32,92.96,86,3.44,14,23,81.76,14.44,9.04,23.48,67.291,58.449,81.416,61.499,5.24,1.32,464.56,19.785,4.04,5.812,4.8,4.892,8.52,15.36,23.88,35.678,2.24,6.16,0.96,1.8,4.36,3.28,2.72,1.48,1,9.8,18.08,63.662,1.6,8.85,2.4,4,4.16,0.2,0.68,0.36,0.2,0.76,1.16,-0.4,0,0,0,,0,,0,3.16,0.2,0,,0.08,50,35,1.4,0.76,2.44,0.88,57.377,7.32,28.505,1.84,61,3.069,0.686,17,3.73,0.681,44,2.813,0.687,0,0,,3.2,0.64,16.68,7.68,0.28
